OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI
36,-,-,-,-,-,450,3820,3915,50,38700,500,5,5,3475,-1,5,32,760,106,392
103,-,-,-,-,-,25,3752,3806,50,38800,600,5,5,750,-1,5,31,546,71,837
26,-,2,-,3676,439,325,3632,3697,50,38900,25,5,5,3275,-2,5,30,1108,199,464
1921,-,4,-,3587,63,50,3543,3570,50,39000,4725,5,5,3950,-2,5,30,15165,3183,28855
36,-,-,-,-,-,100,3447,3515,50,39100,550,5,5,1650,-2,5,29,877,156,725
116,-,-,-,-,-,50,3345,3402,50,39200,300,5,5,1225,-2,5,28,1750,495,2026
92,-,-,-,-,-,125,3251,3298,50,39300,350,5,5,1000,-2,5,28,1093,129,1306
63,-,-,-,-,-,25,3149,3175,50,39400,1725,6,6,675,-2,6,27,1469,59,1316
1873,-,-,-,-,-,50,3042,3070,50,39500,4075,6,6,2000,-2,6,27,11456,1213,21831
178,-,-,-,-,-,100,2959,2998,50,39600,525,6,6,2950,-2,6,26,1804,211,1750
727,-,6,-,2870,57,50,2796,2929,50,39700,50,7,7,2075,-3,7,25,2504,629,7969
445,-,-,-,-,-,50,2706,2786,50,39800,375,7,7,1100,-2,7,25,3709,629,5579
618,-15,29,-,2678,-71,200,2629,2678,50,39900,1875,7,7,1500,-2,7,24,2916,435,5103
30183,1,129,-,2576,27,25,2559,2571,50,40000,4600,8,8,100,-3,8,24,21635,4002,64461
707,-,5,-,2482,51,50,2463,2488,75,40100,1425,8,8,3000,-3,8,23,3607,348,3900
652,-,8,-,2377,60,100,2364,2387,1150,40200,1050,9,9,1275,-4,9,22,4398,292,5163
341,-,6,-,2294,64,50,2264,2291,50,40300,1000,9,9,1200,-4,9,22,5270,1261,5173
699,-4,11,-,2170,33,300,2167,2181,50,40400,650,10,10,100,-5,10,21,5425,500,4585
3256,8,49,-,2076,21,125,2072,2078,50,40500,2425,11,11,1100,-5,11,21,26885,133,34546
499,13,35,-,1982,13,250,1973,1983,125,40600,850,12,12,625,-6,12,20,5086,360,5212
511,-,16,-,1884,69,125,1874,1884,50,40700,350,13,13,1225,-6,13,20,6228,1046,6580
475,-,32,-,1776,-10,300,1775,1785,25,40800,525,15,15,1050,-7,15,19,11657,3713,11763
358,-,2,-,1689,30,50,1678,1686,25,40900,900,17,17,1450,-8,17,19,6726,933,6667
8645,-15,133,-,1582,20,25,1582,1587,125,41000,500,19,19,325,-10,19,19,27874,5162,54899
452,-,9,-,1507,38,25,1485,1492,25,41100,100,22,23,2150,-12,22,18,7788,898,7370
1088,8,58,-,1393,33,25,1388,1396,125,41200,75,26,26,400,-14,26,18,9949,850,12334
1323,-11,62,-,1295,24,250,1294,1300,25,41300,50,31,31,2100,-17,31,17,14390,1763,18164
1192,3,31,-,1216,48,50,1202,1207,100,41400,100,37,37,125,-19,37,17,12122,-169,23010
13072,322,885,-,1111,20,50,1110,1112,100,41500,200,45,45,450,-21,45,17,29638,2644,57053
1668,-5,161,8,1018,22,75,1017,1021,50,41600,50,54,54,275,-24,54,17,14203,2973,14730
1134,47,150,11,932,17,25,929,931,125,41700,750,65,65,50,-27,65,16,12758,1479,13220
1420,87,364,11,841,9,25,841,844,125,41800,50,78,78,675,-32,78,16,22694,4394,19899
1523,51,414,12,759,6,25,759,760,25,41900,300,94,94,75,-35,94,16,14618,1798,11619
20280,683,5921,12,680,7,25,679,679,200,42000,125,113,113,50,-36,113,16,44718,7135,74163
3671,385,2464,12,604,6,75,603,604,25,42100,50,136,136,75,-42,137,16,16666,2873,11839
10047,1437,7228,13,531,1,50,530,531,25,42200,75,164,164,25,-46,164,16,22416,3311,20590
16517,2229,16247,13,463,-8,50,463,463,25,42300,50,195,195,225,-49,195,15,28750,3495,26794
24332,3235,28835,13,400,-5,50,399,399,50,42400,150,231,232,25,-52,231,15,42546,9109,36824
91319,20889,99555,13,338,-13,125,338,339,25,42500,50,272,272,50,-52,272,15,108202,26242,76960
44644,16326,77638,13,284,-17,50,284,284,25,42600,50,317,318,50,-52,317,15,72962,17993,32763
25493,9382,42831,13,235,-17,25,235,235,75,42700,50,369,369,125,-54,369,15,23562,6004,11010
21532,4578,31460,12,191,-16,25,191,191,25,42800,50,425,425,75,-55,425,15,13214,3504,7493
16586,4204,23802,12,153,-16,50,153,153,25,42900,100,486,487,50,-57,487,15,6129,2081,3653
73808,5566,55852,12,120,-18,300,120,120,500,43000,25,554,555,50,-57,554,15,8446,989,13567
14258,3919,24186,12,93,-15,125,93,93,100,43100,125,627,628,50,-50,628,15,1584,622,1141
27401,3752,27668,12,71,-15,125,71,71,50,43200,50,703,705,125,-54,705,16,674,297,898
16906,2706,23439,12,54,-13,300,54,54,275,43300,125,785,787,50,-49,790,16,381,186,566
18128,2901,24013,12,40,-11,25,40,40,725,43400,125,873,875,50,-45,879,16,425,187,461
57983,6584,52851,12,31,-11,50,31,31,350,43500,50,962,965,50,-46,966,17,540,120,2650
18904,1434,18523,12,23,-9,725,23,23,100,43600,25,1053,1058,50,-47,1061,17,56,6,121
12928,1457,16417,13,18,-7,475,18,18,2775,43700,50,1150,1154,50,52,1150,18,95,-,9
25806,3473,17131,13,15,-5,875,14,15,1050,43800,25,1243,1250,50,-75,1242,19,13,2,42
13742,1180,10969,13,12,-4,725,12,12,925,43900,250,1336,1371,50,-2781,1342,20,21,7,7
57433,4485,29891,14,11,-3,2025,11,11,1325,44000,125,1439,1445,50,-37,1444,20,153,35,1715
5168,1205,9323,14,10,-2,1400,10,10,850,44100,50,1523,1589,375,-2744,1529,21,22,6,6
10801,810,7887,15,9,-2,625,9,9,225,44200,250,1634,1648,250,-44,1646,23,20,-,2
5294,654,5916,15,8,-1,1600,8,8,1575,44300,250,1707,1806,50,-31,1743,26,13,2,2
3003,344,3978,16,7,-1,2075,7,7,225,44400,50,1809,1873,50,-,-,-,-,-,3
38274,3736,23203,16,7,-1,3825,7,7,4400,44500,250,1932,1940,50,58,1934,25,7,-,227
40415,4638,21110,19,5,0,1125,5,5,1325,45000,25,2427,2439,25,-68,2419,28,4,-,948
12896,1869,11172,22,4,-1,2025,4,4,1450,45500,50,2917,2942,50,-,-,-,-,-,268
12310,64,7313,25,4,-1,5750,4,4,2050,46000,50,3415,3439,50,-,-,-,-,-,492
7842,2103,8269,28,3,0,4275,3,3,2350,46500,50,3899,3951,25,-,-,-,-,-,508
3150,337,2094,30,3,0,650,3,3,1500,47000,100,4418,4442,25,-51,4420,-,2,-,7
4793,1220,3385,33,3,0,2675,3,3,450,47500,450,4916,4943,50,-,-,-,-,-,-
