OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI
-,-,-,-,-,-,750,5816,6864,750,36100,475,3,3,100,-1,3,47,171,8,96
-,-,-,-,-,-,750,6061,6273,150,36200,75,3,3,25,-2,3,46,252,3,64
-,-,-,-,-,-,750,5964,6191,750,36300,25,3,3,450,-2,3,45,91,-,63
-,-,-,-,-,-,750,5517,6209,750,36400,325,3,3,25,-4,3,45,204,-14,110
351,-,10,77,6012,-88,125,5859,5881,25,36500,75,3,3,1850,-1,3,44,3033,551,2611
2,-,-,-,-,-,200,5703,5865,200,36600,150,3,3,1075,-1,3,44,535,92,160
-,-,-,-,-,-,200,5598,5758,200,36700,150,3,3,125,-1,3,43,469,26,76
2,-,-,-,-,-,200,5489,5672,200,36800,25,3,3,175,-2,3,43,549,10,137
3,-,-,-,-,-,750,5356,5568,900,36900,125,3,3,50,-3,3,42,378,46,112
1202,-18,36,62,5462,-96,125,5365,5382,25,37000,500,3,3,825,-1,3,41,10490,884,11551
-,-,-,-,-,-,750,5188,5376,450,37100,575,3,3,675,-1,3,41,565,69,150
2,-,-,-,-,-,450,5096,5265,450,37200,175,3,3,50,-1,3,40,394,43,256
2,-,-,-,-,-,450,5009,5175,450,37300,600,3,3,50,-1,3,39,519,-40,111
3,-,-,-,-,-,125,4936,5074,450,37400,325,3,3,125,-1,3,39,400,27,114
406,-20,22,56,4957,-135,175,4868,4882,150,37500,1200,3,3,475,-1,3,38,8208,-247,5197
1,-,-,-,-,-,450,4694,4870,450,37600,25,3,4,50,-2,4,37,725,75,158
2,-,-,-,-,-,450,4611,4759,450,37700,25,4,4,950,-2,4,37,930,47,304
3,-,-,-,-,-,450,4497,4673,450,37800,475,4,4,400,-1,4,36,1158,185,353
7,-,-,-,-,-,750,4372,4573,450,37900,125,4,4,75,-1,4,35,937,56,237
1605,-18,21,-,4375,-130,150,4359,4380,25,38000,50,4,4,450,-1,4,35,23405,1105,14204
13,-,-,-,-,-,450,4215,4371,500,38100,1200,4,4,400,-2,4,34,2209,51,459
7,-,-,-,-,-,450,4097,4272,450,38200,150,4,4,50,-2,4,33,1721,188,328
13,-,-,-,-,-,350,4018,4169,350,38300,25,4,4,350,-2,4,33,2415,37,335
8,-,-,-,-,-,325,3939,4060,450,38400,175,4,4,25,-1,4,32,1858,25,230
640,-4,15,44,3950,-73,125,3856,3885,100,38500,1150,4,4,875,-2,4,32,36935,6325,17329
30,-,3,55,3934,-26,25,3752,3810,75,38600,350,4,5,950,-2,4,31,3399,587,1124
36,-,-,-,-,-,50,3654,3766,450,38700,75,5,5,1375,-2,5,30,3078,436,722
103,-,-,-,-,-,50,3560,3597,50,38800,1500,5,5,400,-2,5,30,2729,294,1060
26,-,2,56,3676,439,325,3446,3561,450,38900,50,5,5,1225,-2,5,29,5683,1412,1677
1888,-33,106,31,3381,-143,50,3375,3382,25,39000,4375,5,5,8075,-2,5,28,70064,7714,33386
36,-,1,47,3413,57,125,3258,3365,450,39100,1075,5,5,675,-2,5,28,4116,416,985
116,-,1,47,3320,20,75,3159,3196,50,39200,25,5,5,450,-2,5,27,8482,985,2516
92,-,-,-,-,-,200,3056,3157,450,39300,1000,5,5,425,-2,5,26,7208,585,1762
63,-,2,45,3125,14,75,2959,3020,50,39400,50,6,6,1925,-2,6,26,8203,-45,1212
1851,-22,36,26,2903,-127,25,2880,2889,100,39500,1700,6,6,525,-2,6,25,59635,4446,25064
173,-5,6,36,2867,-60,75,2758,2798,125,39600,450,6,6,975,-2,6,25,7450,825,2364
714,-13,29,22,2706,-107,75,2674,2763,350,39700,925,6,7,625,-3,7,24,17717,-4016,3324
439,-6,17,40,2721,-1,50,2562,2599,75,39800,475,7,7,525,-2,7,23,19676,-2035,2915
617,-16,32,40,2628,-121,50,2454,2490,125,39900,1000,7,7,650,-2,7,23,21761,328,4996
29684,-498,866,-,2382,-167,75,2380,2384,125,40000,2900,8,8,675,-2,8,22,122772,14734,75193
654,-53,59,19,2293,-137,50,2281,2291,25,40100,300,9,9,2650,-3,9,22,25813,1416,4968
637,-15,23,14,2213,-104,50,2181,2194,150,40200,700,9,9,175,-3,9,21,24986,1837,6708
334,-7,11,31,2187,-43,75,2086,2096,150,40300,600,11,11,2300,-3,11,21,26436,2441,6353
701,-2,12,33,2125,-12,50,1987,1993,125,40400,825,12,12,1500,-3,12,20,43925,5001,9086
3242,-6,175,14,1889,-166,25,1889,1894,125,40500,1250,13,13,400,-3,13,20,147729,24352,58765
514,28,65,25,1865,-104,125,1791,1798,50,40600,150,15,15,2150,-3,15,19,40322,3744,8596
503,-8,29,17,1723,-92,50,1693,1707,25,40700,525,17,17,1225,-3,17,19,41177,2661,8195
465,-10,44,28,1601,-185,50,1596,1603,25,40800,200,20,20,1875,-3,19,18,66710,5888,13938
354,-4,12,27,1622,-37,75,1499,1507,50,40900,350,23,23,2050,-3,23,18,49822,4914,10648
8270,-390,1868,15,1404,-158,25,1406,1409,25,41000,400,27,27,475,-3,27,18,222008,26469,76206
450,-2,84,14,1320,-149,275,1307,1315,50,41100,875,31,31,1700,-4,31,17,54547,3309,9781
1093,13,224,11,1220,-140,25,1215,1221,25,41200,1925,37,37,275,-4,37,17,87870,6305,17789
1313,-21,308,15,1124,-146,25,1122,1127,150,41300,125,44,44,500,-4,44,17,110185,-1377,15024
1158,-31,375,15,1035,-133,25,1029,1035,25,41400,25,53,53,425,-4,53,16,116318,-3685,19494
13268,518,8518,14,944,-146,25,944,946,100,41500,25,63,63,225,-3,64,16,279340,13613,68022
1662,-11,1294,14,858,-138,50,858,860,25,41600,450,76,76,100,-2,76,16,169265,14722,26479
1336,249,1247,14,773,-142,25,773,775,125,41700,300,92,92,50,0,92,16,157710,10530,22271
2697,1364,5390,14,694,-139,100,693,694,125,41800,275,111,111,400,1,111,15,228711,13296,28801
2662,1190,7188,14,616,-137,75,615,616,125,41900,200,133,134,350,5,134,15,220290,14632,24453
28373,8776,83066,14,544,-130,50,544,545,200,42000,350,160,161,200,11,161,15,484788,24339,91367
10585,7299,37845,14,475,-123,50,475,476,25,42100,50,192,192,350,14,192,15,196732,14982,23948
20309,11699,101689,14,412,-118,50,412,412,25,42200,900,228,228,375,18,228,15,294342,21146,38425
44813,30525,243112,14,353,-118,150,353,353,75,42300,100,270,270,200,25,270,15,469829,29769,53068
85950,64853,517140,14,298,-107,75,298,298,550,42400,100,315,315,25,31,315,15,734006,46965,74680
213695,143265,1234472,14,248,-103,450,248,248,75,42500,25,366,366,25,42,367,15,1381938,70075,120793
97342,69024,623657,14,204,-97,25,204,205,50,42600,125,422,422,25,52,421,15,625821,21920,36690
57146,41035,394748,13,165,-87,375,165,165,50,42700,50,483,484,50,61,484,14,301513,11752,16758
48093,31139,340485,13,132,-76,50,132,132,25,42800,25,549,549,25,70,551,14,154352,8246,12235
38059,25677,229324,13,102,-67,50,102,102,50,42900,25,620,621,50,77,621,14,87771,6017,7589
118435,50193,493529,13,80,-58,50,80,80,500,43000,25,697,698,25,87,697,14,94126,6983,19561
38037,27698,217158,13,61,-46,350,61,61,250,43100,25,779,780,25,103,781,14,8242,1834,2353
49310,25661,255099,13,48,-38,725,48,48,525,43200,125,863,866,125,106,865,15,3449,587,1188
31160,16960,219457,13,37,-30,1525,37,37,425,43300,50,952,956,125,118,957,15,1872,318,698
29298,14071,197606,13,29,-22,425,29,29,525,43400,50,1043,1048,25,125,1049,16,1603,179,453
76351,24952,362830,14,24,-18,1525,24,24,25,43500,25,1140,1142,125,131,1143,16,7050,-226,2304
31168,13698,161780,14,19,-13,1750,19,19,1075,43600,25,1233,1238,25,131,1239,16,214,31,146
19108,7637,114935,14,16,-9,450,16,16,400,43700,50,1328,1335,50,240,1337,17,245,59,68
30245,7912,105853,14,13,-7,3175,13,13,1050,43800,100,1414,1434,100,-1,1316,-,25,1,41
15667,3105,63678,15,12,-4,1500,11,12,1375,43900,275,1516,1535,300,-2590,1533,-,27,8,8
88953,36005,231765,15,10,-4,4075,10,10,7500,44000,25,1625,1627,50,144,1625,20,721,32,1712
10163,6200,50761,16,9,-3,2225,9,9,6500,44100,25,1721,1728,75,-2532,1741,-,33,8,8
10297,306,47299,16,9,-2,12450,9,9,1375,44200,100,1819,1835,150,-14,1676,-,21,-,2
10943,6303,42928,17,8,-1,275,8,8,4700,44300,50,1912,1941,50,24,1797,-,22,2,2
8775,6116,41592,18,7,-1,975,7,7,4375,44400,100,1965,2089,100,89,1962,-,10,1,4
66497,31959,144962,18,7,-1,100,7,7,6450,44500,125,2117,2123,100,224,2100,21,16,2,229
62350,26573,136145,21,5,0,4675,5,5,9950,45000,200,2614,2623,50,136,2623,-,42,-7,941
30816,19789,74224,24,5,0,575,5,5,7950,45500,125,3110,3128,50,7,2945,-,13,-1,267
17874,5628,48420,26,4,0,1650,4,4,3400,46000,75,3610,3621,25,76,3573,-,11,4,496
10799,5060,31633,29,4,0,1700,4,4,1550,46500,25,4111,4128,50,21,3980,-,38,-26,482
6032,3219,30280,32,4,0,3600,4,4,325,47000,125,4598,4631,325,11,4482,-,8,4,11
17077,13504,59583,35,4,0,1450,4,4,3800,47500,125,5104,5138,200,-,-,-,-,-,-
